"event","source","source_id","annotator","annotation_id","annotation_date","annotation_info_url","recording_url","recording_info_url","time_start","time_end","freq_low","freq_high","species","type","lat","lon","alt","effort","contact","additional","taxon","matchId"
"PamGuard64 2_00_16e Drift-10_Final.OE57","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-10_Final.OE57",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699513","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,91.332,NA,NA,TRUE,"echolocation click event",36.1810853106606,-123.123986896664,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-10_Final.OE57"
"PamGuard64 2_00_16e Drift-10_Final.OE59","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-10_Final.OE59",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699297","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,118.672,NA,NA,TRUE,"echolocation click event",36.1815609617647,-123.115820246765,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-10_Final.OE59"
"PamGuard64 2_00_16e Drift-10_Final.OE60","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-10_Final.OE60",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698607","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,41.805,NA,NA,TRUE,"echolocation click event",36.1151564673733,-123.062125826407,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-10_Final.OE60"
"PamGuard64 2_00_16e Drift-10_Final.OE61","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-10_Final.OE61",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698217","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",3.047,48.306,NA,NA,TRUE,"echolocation click event",36.0931133066604,-123.05252,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-10_Final.OE61"
"PamGuard64 2_00_16e Drift-10_Final.OE66","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-10_Final.OE66",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699512","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.2,5.37,NA,NA,TRUE,"echolocation click event",36.0581669219694,-123.049382806795,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-10_Final.OE66"
"PamGuard64 2_00_16e Drift-10_Final.OE67","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-10_Final.OE67",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699950","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.314,118.502,NA,NA,TRUE,"echolocation click event",36.0261611328078,-123.050047912599,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-10_Final.OE67"
"PamGuard64 2_00_16e Drift-12_Final.OE1","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE1",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699909","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,105.513,NA,NA,TRUE,"echolocation click event",34.841494083912,-123.864104853228,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE1"
"PamGuard64 2_00_16e Drift-12_Final.OE2","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE2",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700289","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,70.082,NA,NA,TRUE,"echolocation click event",34.8411654609938,-123.866464072637,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE2"
"PamGuard64 2_00_16e Drift-12_Final.OE3","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE3",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700314","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.527,72.105,NA,NA,TRUE,"echolocation click event",34.8361571795056,-123.89342424485,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE3"
"PamGuard64 2_00_16e Drift-12_Final.OE4","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE4",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700656","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,82.702,NA,NA,TRUE,"echolocation click event",34.8358085415832,-123.896530996114,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE4"
"PamGuard64 2_00_16e Drift-12_Final.OE5","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE5",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698363","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.405,114.882,NA,NA,TRUE,"echolocation click event",34.8352049648148,-123.932046299404,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE5"
"PamGuard64 2_00_16e Drift-12_Final.OE6","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE6",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700328","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,68.284,NA,NA,TRUE,"echolocation click event",34.8296166778803,-123.986904702251,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE6"
"PamGuard64 2_00_16e Drift-12_Final.OE7","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE7",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700343","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,76.413,NA,NA,TRUE,"echolocation click event",34.8199910341533,-124.025957045561,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE7"
"PamGuard64 2_00_16e Drift-12_Final.OE9","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE9",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699192","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,50.053,NA,NA,TRUE,"echolocation click event",34.7762267083103,-124.154931789789,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE9"
"PamGuard64 2_00_16e Drift-12_Final.OE10","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE10",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700356","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,105.904,NA,NA,TRUE,"echolocation click event",34.7702632646795,-124.170120245377,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE10"
"PamGuard64 2_00_16e Drift-12_Final.OE11","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE11",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698291","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,61.524,NA,NA,TRUE,"echolocation click event",34.7204896859731,-124.252248671863,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE11"
"PamGuard64 2_00_16e Drift-12_Final.OE13","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE13",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698142","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,51.578,NA,NA,TRUE,"echolocation click event",34.5972168087698,-124.396794094228,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE13"
"PamGuard64 2_00_16e Drift-12_Final.OE14","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE14",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700527","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,80.028,NA,NA,TRUE,"echolocation click event",34.5288225131692,-124.419542877608,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE14"
"PamGuard64 2_00_16e Drift-12_Final.OE15","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE15",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700283","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.201,74.488,NA,NA,TRUE,"echolocation click event",34.4976252145218,-124.410680487598,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE15"
"PamGuard64 2_00_16e Drift-12_Final.OE19","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE19",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699183","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,65.128,NA,NA,TRUE,"echolocation click event",34.4680250812,-124.379907943906,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE19"
"PamGuard64 2_00_16e Drift-12_Final.OE20","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE20",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699591","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.452,116.297,NA,NA,TRUE,"echolocation click event",34.453212334816,-124.389839822077,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE20"
"PamGuard64 2_00_16e Drift-12_Final.OE21","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE21",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699672","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,114.34,NA,NA,TRUE,"echolocation click event",34.4564428269107,-124.38827560528,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE21"
"PamGuard64 2_00_16e Drift-12_Final.OE22","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE22",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699096","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,84.05,NA,NA,TRUE,"echolocation click event",34.4544609581395,-124.390235553488,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE22"
"PamGuard64 2_00_16e Drift-12_Final.OE23","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE23",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699660","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.43,119.787,NA,NA,TRUE,"echolocation click event",34.4467362948424,-124.440937016619,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE23"
"PamGuard64 2_00_16e Drift-12_Final.OE24","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE24",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700488","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,98.361,NA,NA,TRUE,"echolocation click event",34.4375111065766,-124.476498194527,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE24"
"PamGuard64 2_00_16e Drift-12_Final.OE25","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE25",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699578","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,6.012,NA,NA,TRUE,"echolocation click event",34.3965149530507,-124.552064771271,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE25"
"PamGuard64 2_00_16e Drift-12_Final.OE26","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE26",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700917","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,24.78,NA,NA,TRUE,"echolocation click event",34.3784363640576,-124.569070612087,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE26"
"PamGuard64 2_00_16e Drift-12_Final.OE27","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE27",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699546","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,8.488,NA,NA,TRUE,"echolocation click event",34.3624676383086,-124.582000446979,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE27"
"PamGuard64 2_00_16e Drift-12_Final.OE28","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE28",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700292","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,18.514,NA,NA,TRUE,"echolocation click event",34.3597362944444,-124.585344853905,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE28"
"PamGuard64 2_00_16e Drift-12_Final.OE29","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE29",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700839","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,23.548,NA,NA,TRUE,"echolocation click event",34.3240993513167,-124.588297344976,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE29"
"PamGuard64 2_00_16e Drift-12_Final.OE30","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE30",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700175","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.54,119.708,NA,NA,TRUE,"echolocation click event",34.3218964893334,-124.587632040222,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE30"
"PamGuard64 2_00_16e Drift-12_Final.OE31","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE31",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698591","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,83.67,NA,NA,TRUE,"echolocation click event",34.2848897466075,-124.571474350907,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE31"
"PamGuard64 2_00_16e Drift-12_Final.OE32","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE32",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699435","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,65.373,NA,NA,TRUE,"echolocation click event",34.264808587982,-124.54675934201,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE32"
"PamGuard64 2_00_16e Drift-12_Final.OE33","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE33",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699938","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,73.481,NA,NA,TRUE,"echolocation click event",34.2580600849601,-124.533137839437,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE33"
"PamGuard64 2_00_16e Drift-12_Final.OE34","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-12_Final.OE34",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700014","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,11.918,NA,NA,TRUE,"echolocation click event",34.2438554396379,-124.498542403315,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-12_Final.OE34"
